공급/전용면적,대지지분,건폐율/용적률,기보증금/월세,융자금,방향,해당층/총층,방수/욕실수,난방,총주차대수,총세대수,준공년월_x,용도지역,주구조_x,보안시설,기타시설,주차가능여부,방범창/베란다,입주가능일,매물번호,주용도,총 세대,지역,지구,구역,준공년월_y,층정보,주구조_y,주차장,엘리베이터
135.08/88.95㎡(전용률66%),0.0,52.9/187.03%,"45,000/0",-,-,3/4층,3/2개,개별난방/도시가스,8대,-세대,1998.03.,"
										일반주거지역",철근콘크리트조,사설경비,베란다,가능,-/-,즉시입주,1928352376,공동주택,"
						13세대","
							-","
							-","
							-",1998.03,지하 1층 / 지상 4층,철근콘크리트구조,"총 8대
						(옥내자주식:8)
","총 0대
						
"
